".id","variable","essround_cntry","respondent_count","n_nonzero","pop_size","Y_est","Z_est","estim","var","se","rse","cv","absolute_margin_of_error","relative_margin_of_error","CI_lower","CI_upper","confidence_level","S2_y_HT","S2_y_ca","S2_res","var_srs_HT","var_cur_HT","var_srs_ca","deff_sam","deff_est","deff","n_eff","weight"
1,"R__y_dscretn__z_dscretn","ESS_7_AT",1795,8,3108565.96054471,15821.2678699704,3108565.96054471,0.00508957122698404,3.36324017494551e-06,0.00183391389518306,0.360327778784186,36.0327778784186,0.00359440518530636,70.622946904632,0.00149516604167767,0.0086839764122904,0.95,5.24308646495904e-16,5.24308646495904e-16,5.24308646495904e-16,2.82092728226153e-06,3.36324017494551e-06,2.82092728226153e-06,1.1922463213051,1,1.1922463213051,1505.56136590557,"weight0"
1,"R__y_dscrage__z_dscrage","ESS_7_AT",1795,5,3108565.96054471,9723.50787005389,3108565.96054471,0.00312797218829162,2.02312899022472e-06,0.00142236738932834,0.454725075450618,45.4725075450618,0.00278778885586781,89.1244770750469,0.000340183332423812,0.00591576104415943,0.95,3.22867352781159e-16,3.22867352781159e-16,3.22867352781159e-16,1.73711673476864e-06,2.02312899022472e-06,1.73711673476864e-06,1.16464768874279,1,1.16464768874279,1541.23862293297,"weight0"
1,"R__y_dscrgnd__z_dscrgnd","ESS_7_AT",1795,5,3108565.96054471,11257.8645436714,3108565.96054471,0.0036215620599856,3.6818735993869e-06,0.00191882088778158,0.529832391658425,52.9832391658425,0.00376081983283507,103.845240549323,-0.000139257772849471,0.00738238189282068,0.95,3.7363030331115e-16,3.7363030331115e-16,3.7363030331115e-16,2.01023561814998e-06,3.6818735993869e-06,2.01023561814998e-06,1.83156320888162,1,1.83156320888162,980.03715694642,"weight0"
1,"R__y_dscrsex__z_dscrsex","ESS_7_AT",1795,10,3108565.96054471,20715.62260616,3108565.96054471,0.00666404472965729,4.5456419980211e-06,0.00213205112462649,0.319933495514839,31.9933495514839,0.00417874341746605,62.7058128657091,0.00248530131219124,0.0108427881471233,0.95,6.85418621454085e-16,6.85418621454085e-16,6.85418621454085e-16,3.68774404532927e-06,4.5456419980211e-06,3.68774404532927e-06,1.23263489606292,1,1.23263489606292,1456.23006920646,"weight0"
1,"R__y_dscrdsb__z_dscrdsb","ESS_7_AT",1795,4,3108565.96054471,9354.15615160406,3108565.96054471,0.00300915479045037,2.26068868874026e-06,0.00150355867485784,0.499661459632925,49.9661459632925,0.00294692085136413,97.9318465343246,6.22339390862368e-05,0.0059560756418145,0.95,3.1064011538622e-16,3.1064011538622e-16,3.1064011538622e-16,1.67133077494404e-06,2.26068868874026e-06,1.67133077494404e-06,1.35262793136562,1,1.35262793136562,1327.04638014369,"weight0"
1,"R__y_dscroth__z_dscroth","ESS_7_AT",1795,17,3108565.96054471,32912.5053163513,3108565.96054471,0.0105876811797116,5.5829360914956e-06,0.00236282375379452,0.223167255765335,22.3167255765335,0.00463104945925299,43.7399783828695,0.00595663172045858,0.0152187306389646,0.95,1.0846759442021e-15,1.0846759442021e-15,1.0846759442021e-15,5.83586020154716e-06,5.5829360914956e-06,5.83586020154716e-06,0.956660354889156,1,0.956660354889156,1876.31899955547,"weight0"
1,"R__y_dscrdk__z_dscrdk","ESS_7_AT",1795,0,3108565.96054471,0,3108565.96054471,0,0,0,,,0,,0,0,0.95,0,0,0,0,0,0,,,,,"weight0"
1,"R__y_dscrref__z_dscrref","ESS_7_AT",1795,0,3108565.96054471,0,3108565.96054471,0,0,0,,,0,,0,0,0.95,0,0,0,0,0,0,,,,,"weight0"
1,"R__y_dscrnap__z_dscrnap","ESS_7_AT",1795,1720,3108565.96054471,2953122.83956221,3108565.96054471,0.949995231577696,3.69441813247806e-05,0.00607817253167271,0.00639810846374296,0.639810846374296,0.0119129992538992,1.25400621581171,0.938082232323796,0.961908230831595,0.95,4.91874927608351e-15,4.91874927608351e-15,4.91874927608351e-15,2.64642479582235e-05,3.69441813247806e-05,2.64642479582235e-05,1.3960034452179,1,1.3960034452179,1285.813445625,"weight0"
1,"R__y_dscrna__z_dscrna","ESS_7_AT",1795,0,3108565.96054471,0,3108565.96054471,0,0,0,,,0,,0,0,0.95,0,0,0,0,0,0,,,,,"weight0"
1,"R__y_ctzcntr__z_ctzcntr","ESS_7_AT",1795,1671,3108565.96054471,2862942.10109172,3108565.96054471,0.920984832694381,4.75940442167826e-05,0.00689884368693642,0.00749072453967951,0.749072453967951,0.0135214851613669,1.46815503158822,0.907463347533014,0.934506317855748,0.95,7.53502646658992e-15,7.53502646658992e-15,7.53502646658992e-15,4.0540551589649e-05,4.75940442167826e-05,4.0540551589649e-05,1.17398610405031,1,1.17398610405031,1528.9789153442,"weight0"
1,"R__y_brncntr__z_brncntr","ESS_7_AT",1795,1584,3108565.96054471,2687567.85953975,3108565.96054471,0.864568387369463,7.57500025126707e-05,0.00870344773711377,0.0100668123704996,1.00668123704996,0.0170584441060696,1.97305896853014,0.847509943263394,0.881626831475533,0.95,1.21238691783789e-14,1.21238691783789e-14,1.21238691783789e-14,6.52298098847507e-05,7.57500025126707e-05,6.52298098847507e-05,1.16127890984977,1,1.16127890984977,1545.70963510585,"weight0"
1,"R__y_facntr__z_facntr","ESS_7_AT",1795,1477,3108565.96054471,2484244.60937562,3101788.38654047,0.800907186368824,0.000114603760873029,0.0107053146087833,0.0133664858937268,1.33664858937268,0.0209820310763858,2.61978309515672,0.779925155292438,0.82188921744521,0.95,1.65465530578366e-14,1.65465530578366e-14,1.65465530578366e-14,8.9025087150845e-05,0.000114603760873029,8.9025087150845e-05,1.28731983916897,1,1.28731983916897,1394.3698724932,"weight0"
1,"R__y_mocntr__z_mocntr","ESS_7_AT",1795,1493,3108565.96054471,2522978.47980959,3108565.96054471,0.811621343034808,9.98908741067902e-05,0.00999454221596918,0.0123142920054291,1.23142920054291,0.0195889427852647,2.41355688257506,0.792032400249543,0.831210285820072,0.95,1.58309506621874e-14,1.58309506621874e-14,1.58309506621874e-14,8.51749459513245e-05,9.98908741067902e-05,8.51749459513245e-05,1.17277296734506,1,1.17277296734506,1530.56051766229,"weight0"
1,"R__y_gndr__z_gndr","ESS_7_AT",1795,853,3108565.96054471,1484570.87492958,3108565.96054471,0.477574191370687,0.000112205886253956,0.0105927279892366,0.0221802772859948,2.21802772859948,0.0207613653569331,4.34725446476616,0.456812826013754,0.49833555672762,0.95,2.58337416828515e-14,2.58337416828515e-14,2.58337416828515e-14,0.000138992761616839,0.000112205886253956,0.000138992761616839,0.807278630546775,1,0.807278630546775,2223.51977629364,"weight0"
1,"R__y_crpdwk__z_crpdwk","ESS_7_AT",1795,26,3108565.96054471,44872.7695805325,1390788.90388138,0.0322642562471577,3.55852428923128e-05,0.00596533677945451,0.184889951708713,18.4889951708713,0.011691845243383,36.2377646452427,0.0205724110037746,0.0439561014905406,0.95,7.22601985379037e-15,7.22601985379037e-15,7.22601985379037e-15,3.88780095158701e-05,3.55852428923128e-05,3.88780095158701e-05,0.915305164421721,1,0.915305164421721,1961.09458328476,"weight0"
1,"R__y_pdjobev__z_pdjobev","ESS_7_AT",1795,638,3108565.96054471,1117401.45290729,1347394.76677968,0.829305175036355,0.000220042660754974,0.0148338349982388,0.0178870643096958,1.78870643096958,0.0290737823491578,3.50580018361555,0.800231392687198,0.858378957385513,0.95,3.38159662182515e-14,3.38159662182515e-14,3.38159662182515e-14,0.00018193936399606,0.000220042660754974,0.00018193936399606,1.20942854763271,1,1.20942854763271,1484.17201124735,"weight0"
1,"R__y_emplrel__z_emplrel","ESS_7_AT",1795,1465,3108565.96054471,2542591.70865411,2874257.78595709,0.884608096419391,6.81569242882832e-05,0.00825572070071918,0.00933263072555596,0.933263072555596,0.0161809152398314,1.82916201031016,0.86842718117956,0.900789011659223,0.95,1.14309535087784e-14,1.14309535087784e-14,1.14309535087784e-14,6.15017296218251e-05,6.81569242882832e-05,6.15017296218251e-05,1.10821150408909,1,1.10821150408909,1619.72691438123,"weight0"
1,"R__y_wrkac6m__z_wrkac6m","ESS_7_AT",1795,80,3108565.96054471,147816.544988162,2875757.45074149,0.0514009082894139,3.29383079716236e-05,0.00573919053278627,0.111655430298462,11.1655430298462,0.0112486067446743,21.8840622063307,0.0401523015447395,0.0626495150340882,0.95,5.45736713621866e-15,5.45736713621866e-15,5.45736713621866e-15,2.93621628152893e-05,3.29383079716236e-05,2.93621628152893e-05,1.12179433711443,1,1.12179433711443,1600.11504837619,"weight0"
1,"R__y_uemp3m__z_uemp3m","ESS_7_AT",1795,379,3108565.96054471,694819.725724334,3098201.50125328,0.224265505469307,0.000120604564984991,0.0109820109718116,0.0489687923643461,4.89687923643461,0.0215243459825745,9.59770694005384,0.202741159486733,0.245789851451882,0.95,1.80737324944736e-14,1.80737324944736e-14,1.80737324944736e-14,9.7241740006963e-05,0.000120604564984991,9.7241740006963e-05,1.24025511037087,1,1.24025511037087,1447.28288961716,"weight0"
1,"R__y_uemp12m__z_uemp12m","ESS_7_AT",1795,135,3108565.96054471,259099.038516318,694819.725724334,0.372901097829676,0.000703310681671602,0.02652000531055,0.0711180671360297,7.11180671360297,0.051978255278489,13.938885023672,0.320922842551187,0.424879353108165,0.95,1.08327691953747e-13,1.08327691953747e-13,1.08327691953747e-13,0.000582833305723741,0.000703310681671602,0.000582833305723741,1.20670983412359,1,1.20670983412359,1487.51584617993,"weight0"
1,"R__y_uemp5yr__z_uemp5yr","ESS_7_AT",1795,191,3108565.96054471,352973.22816534,694819.725724334,0.508006919057132,0.000659552337654123,0.0256817510628486,0.0505539395221511,5.05539395221511,0.0503353071431064,9.90839007400322,0.457671611914025,0.558342226200238,0.95,1.15781296999474e-13,1.15781296999474e-13,1.15781296999474e-13,0.000622935787277721,0.000659552337654123,0.000622935787277721,1.05878061772052,1,1.05878061772052,1695.34648628581,"weight0"
1,"R__y_atncrse__z_atncrse","ESS_7_AT",1795,519,3108565.96054471,924470.650296987,3108565.96054471,0.297394574228366,0.000126306792015136,0.0112386294544814,0.0377902975655883,3.77902975655883,0.0220273089663745,7.40676221936046,0.275367265261992,0.319421883194741,0.95,2.16354722945028e-14,2.16354722945028e-14,2.16354722945028e-14,0.000116404897130861,0.000126306792015136,0.000116404897130861,1.08506424667979,1,1.08506424667979,1654.27992443079,"weight0"
1,"R__y_chldhhe__z_chldhhe","ESS_7_AT",1795,532,3108565.96054471,926977.236341814,2152476.17339588,0.430656212504949,0.0002273115725642,0.0150768555264087,0.0350090282889752,3.50090282889752,0.0295500938318747,6.86164345801354,0.401106118673074,0.460206306336823,0.95,3.66647625767663e-14,3.66647625767663e-14,3.66647625767663e-14,0.000197266685837976,0.0002273115725642,0.000197266685837976,1.15230593345549,1,1.15230593345549,1557.74603591359,"weight0"
1,"R__y_hhmmb__z_hhmmb","ESS_7_AT",1795,1784,3108565.96054471,7224029.19341568,3085849.64641064,2.34101787876102,0.00128648886120984,0.035867657593016,0.0153213941330507,1.53213941330507,0.0702993170921259,3.00293806937227,2.27071856166889,2.41131719585315,0.95,1.77794909274852e-13,1.77794909274852e-13,1.77794909274852e-13,0.000956586380126696,0.00128648886120984,0.000956586380126696,1.34487474203788,1,1.34487474203788,1334.69678914488,"weight0"
1,"R__y_yrbrn__z_yrbrn","ESS_7_AT",1795,1789,3108565.96054471,6089675078.19089,3098174.83869145,1965.5685670609,0.205909404040565,0.45377241436712,0.000230860638479604,0.0230860638479604,0.88937758933734,0.0452478536867945,1964.67918947156,1966.45794465024,0.95,3.36556421923049e-11,3.36556421923049e-11,3.36556421923049e-11,0.181076775858677,0.205909404040565,0.181076775858677,1.13713866984946,1,1.13713866984946,1578.52340052567,"weight0"
1,"R__y_eduyrs__z_eduyrs","ESS_7_AT",1795,1788,3108565.96054471,38893036.5925144,3096000.22517582,12.5623494069047,0.00880377252485158,0.0938284206669364,0.00746901854324836,0.746901854324836,0.183900325233469,1.46390073446286,12.3784490816713,12.7462497321382,0.95,1.18386797293827e-12,1.18386797293827e-12,1.18386797293827e-12,0.00636954108191179,0.00880377252485158,0.00636954108191179,1.38216747668879,1,1.38216747668879,1298.68487739288,"weight0"
1,"R__y_pdjobyr__z_pdjobyr","ESS_7_AT",1795,610,3108565.96054471,2146620310.40965,1071109.14664918,2004.1097745501,0.159898583567303,0.399873209364298,0.000199526600010752,0.0199526600010752,0.783737088736468,0.0391064949978804,2003.32603746137,2004.89351163884,0.95,3.27143295126053e-11,3.27143295126053e-11,3.27143295126053e-11,0.176012250150299,0.159898583567303,0.176012250150299,0.908451448298421,1,0.908451448298421,1975.88985450145,"weight0"
1,"R__y_emplno__z_emplno","ESS_7_AT",1795,68,3108565.96054471,946171.477328716,301205.181153656,3.14128553069623,0.879555110761387,0.937845995225968,0.298554838794965,29.8554838794965,1.83814437368802,58.5156731448293,1.30314115700821,4.97942990438425,0.95,1.53030173212872e-10,1.53030173212872e-10,1.53030173212872e-10,0.823345167985458,0.879555110761387,0.823345167985458,1.06827020423702,1,1.06827020423702,1680.28649763009,"weight0"
1,"R__y_njbspv__z_njbspv","ESS_7_AT",1795,301,3108565.96054471,19503009.9747009,527783.862581529,36.9526455001988,125.630904594026,11.208519286419,0.303321159681481,30.3321159681481,21.9682941214038,59.4498548724625,14.9843513787951,58.9209396216026,0.95,1.92703014929818e-08,1.92703014929818e-08,1.92703014929818e-08,103.679616161703,125.630904594026,103.679616161703,1.21172231577407,1,1.21172231577407,1481.36250082455,"weight0"
1,"R__y_wkhct__z_wkhct","ESS_7_AT",1795,1507,3108565.96054471,94957475.0095806,2618754.0854773,36.2605544125666,0.0701262127950487,0.264813543450951,0.0073030748630577,0.73030748630577,0.519025007782297,1.43137637079929,35.7415294047843,36.7795794203489,0.95,1.63417220078775e-11,1.63417220078775e-11,1.63417220078775e-11,0.0879230387658991,0.0701262127950487,0.0879230387658991,0.797586318436563,1,0.797586318436563,2250.54010896097,"weight0"
1,"R__y_wkhtot__z_wkhtot","ESS_7_AT",1795,1610,3108565.96054471,111045506.544484,2796959.7707986,39.7022179953551,0.140627634512485,0.375003512666862,0.00944540460461767,0.944540460461767,0.734993378903058,1.85126528444594,38.967224616452,40.4372113742581,0.95,2.4065205527384e-11,2.4065205527384e-11,2.4065205527384e-11,0.129477542053007,0.140627634512485,0.129477542053007,1.08611603435377,1,1.08611603435377,1652.67793055648,"weight0"
1,"R__y_wkhtotp__z_wkhtotp","ESS_7_AT",1795,604,3108565.96054471,38702743.8752086,1021046.71818659,37.9049686814976,0.236002165259707,0.485800540612819,0.0128162760057879,1.28162760057879,0.952151563271212,2.51194393872691,36.9528171182264,38.8571202447688,0.95,4.77511627286525e-11,4.77511627286525e-11,4.77511627286525e-11,0.256914621952584,0.236002165259707,0.256914621952584,0.918601531769816,1,0.918601531769816,1954.05726848907,"weight0"
1,"R__y_ppltrst__z_ppltrst","ESS_7_AT",1795,1687,3108565.96054471,15447056.2724027,3103136.53623651,4.97788482460294,0.00364168436884309,0.0603463699723777,0.0121228939798122,1.21228939798122,0.11827671174359,2.37604355888294,4.85960811285935,5.09616153634653,0.95,5.44768742520949e-13,5.44768742520949e-13,5.44768742520949e-13,0.0029310083260522,0.00364168436884309,0.0029310083260522,1.2424681078092,1,1.2424681078092,1444.70509039066,"weight0"
1,"R__y_pplfair__z_pplfair","ESS_7_AT",1795,1754,3108565.96054471,17730924.2535688,3089830.38837672,5.73847817675324,0.00275659482410216,0.0525032839363611,0.00914933930550675,0.914933930550675,0.102904545585348,1.79323755211299,5.63557363116789,5.84138272233859,0.95,4.36124581739404e-13,4.36124581739404e-13,4.36124581739404e-13,0.00234647232944917,0.00275659482410216,0.00234647232944917,1.17478258298885,1,1.17478258298885,1527.94229842361,"weight0"
1,"R__y_pplhlp__z_pplhlp","ESS_7_AT",1795,1717,3108565.96054471,15764344.2328526,3101955.18245221,5.08206705307403,0.00365982413682946,0.0604964803672863,0.0119039122733915,1.19039122733915,0.118570922711316,2.33312393309716,4.96349613036271,5.20063797578534,0.95,4.80296569199628e-13,4.80296569199628e-13,4.80296569199628e-13,0.00258412998657734,0.00365982413682946,0.00258412998657734,1.4162693656432,1,1.4162693656432,1267.41426704856,"weight0"
1,"R__y_polintr__z_polintr","ESS_7_AT",1795,1793,3108565.96054471,7672795.68188752,3104890.98875049,2.47119647990454,0.000544208597407391,0.0233282789208161,0.00944007451876804,0.944007451876804,0.0457225865061044,1.85022060681596,2.42547389339843,2.51691906641064,0.95,8.93580871848988e-14,8.93580871848988e-14,8.93580871848988e-14,0.000480771522108696,0.000544208597407391,0.000480771522108696,1.13194848775663,1,1.13194848775663,1585.76120681732,"weight0"
1,"R__y_trstprl__z_trstprl","ESS_7_AT",1795,1603,3108565.96054471,14288122.2110432,3045227.18215615,4.69197250529159,0.00635149714137892,0.0796962805994039,0.0169856665846875,1.69856665846875,0.15620183967663,3.3291294759393,4.53577066561496,4.84817434496822,0.95,6.8023663022355e-13,6.8023663022355e-13,6.8023663022355e-13,0.00365986348196959,0.00635149714137892,0.00365986348196959,1.73544646478475,1,1.73544646478475,1034.31597368383,"weight0"
1,"R__y_trstlgl__z_trstlgl","ESS_7_AT",1795,1667,3108565.96054471,17357095.5314178,3052061.22016317,5.68700765789025,0.0064777277782778,0.0804843325019087,0.0141523165333255,1.41523165333255,0.157746393023488,2.77380307031287,5.52926126486676,5.84475405091374,0.95,6.64766826314515e-13,6.64766826314515e-13,6.64766826314515e-13,0.00357663160664218,0.0064777277782778,0.00357663160664218,1.81112524036526,1,1.81112524036526,991.096562509389,"weight0"
1,"R__y_trstplc__z_trstplc","ESS_7_AT",1795,1722,3108565.96054471,20181505.1948507,3082243.44038308,6.54766749778287,0.00525632717192876,0.0725005322182449,0.0110727266225407,1.10727266225407,0.142098432007746,2.17021453908376,6.40556906577512,6.68976592979061,0.95,5.94622424409745e-13,5.94622424409745e-13,5.94622424409745e-13,0.00319923508962206,0.00525632717192876,0.00319923508962206,1.64299497369845,1,1.64299497369845,1092.51703671337,"weight0"
1,"R__y_trstplt__z_trstplt","ESS_7_AT",1795,1526,3108565.96054471,10712804.533756,3069364.51429956,3.49023535127457,0.00561341552691198,0.0749227303754473,0.0214663834483502,2.14663834483502,0.146845853159282,4.20733384370932,3.34338949811529,3.63708120443385,0.95,6.10565818944942e-13,6.10565818944942e-13,6.10565818944942e-13,0.00328501501508539,0.00561341552691198,0.00328501501508539,1.70879448073575,1,1.70879448073575,1050.44814940363,"weight0"
1,"R__y_trstprt__z_trstprt","ESS_7_AT",1795,1542,3108565.96054471,10554131.6353958,3060277.15660362,3.44875025865599,0.00514818010426736,0.0717508195372524,0.0208048754348522,2.08048754348522,0.140629022154247,4.07768065551525,3.30812123650175,3.58937928081024,0.95,5.74674983513829e-13,5.74674983513829e-13,5.74674983513829e-13,0.00309191227392818,0.00514818010426736,0.00309191227392818,1.66504727436097,1,1.66504727436097,1078.04746906595,"weight0"
1,"R__y_trstep__z_trstep","ESS_7_AT",1795,1375,3108565.96054471,10572417.291343,2946005.09821312,3.58873014094771,0.00692046406476444,0.0831893266276657,0.0231807138905398,2.31807138905398,0.163048084088364,4.54333643613854,3.42568205685935,3.75177822503608,0.95,7.82979946663126e-13,7.82979946663126e-13,7.82979946663126e-13,0.00421265128425256,0.00692046406476444,0.00421265128425256,1.64278113658115,1,1.64278113658115,1092.65924719323,"weight0"
1,"R__y_trstun__z_trstun","ESS_7_AT",1795,1431,3108565.96054471,12486067.2394428,2815226.98376554,4.43519023916926,0.00683142825213772,0.0826524546044322,0.018635605272236,1.8635605272236,0.161995834258519,3.65251151636873,4.27319440491074,4.59718607342778,0.95,8.46484872279682e-13,8.46484872279682e-13,8.46484872279682e-13,0.00455432556032448,0.00683142825213772,0.00455432556032448,1.49998680631233,1,1.49998680631233,1196.67719239008,"weight0"
1,"R__y_lrscale__z_lrscale","ESS_7_AT",1795,1620,3108565.96054471,13369511.131548,2865187.61334985,4.66619046838506,0.00252380147635425,0.0502374509340816,0.0107662666739509,1.07662666739509,0.0984635945058979,2.11014949288977,4.56772687387916,4.76465406289096,0.95,3.82981414054094e-13,3.82981414054094e-13,3.82981414054094e-13,0.00206054721150347,0.00252380147635425,0.00206054721150347,1.22482099039738,1,1.22482099039738,1465.52027934925,"weight0"
1,"R__y_stflife__z_stflife","ESS_7_AT",1795,1774,3108565.96054471,22772720.3867843,3104271.13167911,7.33593150237057,0.00312098395236191,0.0558657672672802,0.00761536108253293,0.761536108253293,0.109494891812566,1.49258334510325,7.22643661055801,7.44542639418314,0.95,4.50075188977841e-13,4.50075188977841e-13,4.50075188977841e-13,0.00242153050143629,0.00312098395236191,0.00242153050143629,1.28884767320121,1,1.28884767320121,1392.71694966219,"weight0"
1,"R__y_stfeco__z_stfeco","ESS_7_AT",1795,1665,3108565.96054471,14920997.2449205,3056062.8350497,4.88242488792869,0.00437071414038088,0.0661113767847931,0.0135406848650651,1.35406848650651,0.129575917466552,2.65392546615342,4.75284897046214,5.01200080539524,0.95,5.29654767349323e-13,5.29654767349323e-13,5.29654767349323e-13,0.00284969090893538,0.00437071414038088,0.00284969090893538,1.53375024872917,1,1.53375024872917,1170.33395853549,"weight0"
1,"R__y_stfgov__z_stfgov","ESS_7_AT",1795,1563,3108565.96054471,11588196.9735519,3027011.11454364,3.82826376747514,0.00517501341373581,0.0719375660815392,0.0187911728268881,1.87911728268881,0.140995038655287,3.68300219679684,3.68726872881985,3.96925880613042,0.95,5.22959655257623e-13,5.22959655257623e-13,5.22959655257623e-13,0.00281366933179089,0.00517501341373581,0.00281366933179089,1.8392400824307,1,1.8392400824307,975.946542893825,"weight0"
1,"R__y_stfdem__z_stfdem","ESS_7_AT",1795,1661,3108565.96054471,16074770.0379829,3061102.46706688,5.2513008665749,0.0067570644711864,0.0822013653851711,0.0156535242359454,1.56535242359454,0.161111715634953,3.06803437335778,5.09018915093995,5.41241258220985,0.95,6.18910098485343e-13,6.18910098485343e-13,6.18910098485343e-13,0.00332990957473771,0.0067570644711864,0.00332990957473771,2.02920359232838,1,2.02920359232838,884.583492157314,"weight0"
1,"R__y_stfedu__z_stfedu","ESS_7_AT",1795,1596,3108565.96054471,14853008.5266727,2902736.50267915,5.11689866199146,0.0061870912404202,0.0786580653233996,0.0153722147963717,1.53722147963717,0.154166975127462,3.01289873635022,4.962731686864,5.27106563711892,0.95,6.25872953361385e-13,6.25872953361385e-13,6.25872953361385e-13,0.00336737168300833,0.0061870912404202,0.00336737168300833,1.83736510930472,1,1.83736510930472,976.942465550166,"weight0"
